26870816_1	newly generated mir-23a destabilizes keap1 mrna by binding to its 3'utr.
26655273_5	based on bioinformatics analysis and our experimental data, igf-1r is a functional target of mir-122 in hcc cells.
19487573_1	as a side note, we were also able to confirm in glioblastoma cells the mir-26a-mediated knockdown of ezh2 and smad1, both of which are known target of the mirna .
20375304_1	furthermore, mir-146a transduced cells showed diminished expression of the mir-146a target traf6 .
20375304_2	based on this finding together with the fact that mir-146a target traf6 and irak1, it was proposed that mir-146a is involved in a negative-regulatory feedback loop securing monocyte deactivation after stimulation .
25712478_1	in sum, both mir-99a and mir-150 bear the potential to repress mtor, a critical driver of th17 cell differentiation.
25712478_2	results obtained from mutating the mir-150 target site in the mtor 3'utr provided unambiguous proof that mtor is a direct target of mir-150 repression .
25712478_3	the result demonstrated downregulation of the mtor protein level as a consequence of mir-99a expression.
26912204_1	the luciferase assay results showed that overexpression of mir-125a significantly decreased the luciferase activity of the wild-type bmf 3'utr reporter; however, the two binding sites in the mutated reporter vector did not respond to the increased level of mir-125a .
24706111_1	the expression of mir-218 is down-regulated in an imatinib mesylate-resistant gist cell line , whereas mir-218 over-expression can improve the sensitivity of gist cells to imatinib mesylate, with pi3k akt signaling pathway possibly involved in the mechanism.
24378652_2	in addition, we identified insulin-like growth factor-1 receptor mrna is a bona fide target of mir-503 by computational analysis followed by luciferase reporter assays. of note, upregulation of mir-503 in gbm cells suppressed endogenous igf-1r protein expression.
24378652_3	further mechanistic analysis revealed that forced expression of mir-503 inhibited akt activation, suggesting the tumor suppressive effect of mir-503 in gbm cells is partially mediated by phosphatidylinositol 3-kinase akt signaling.
23142218_1	a reporter assay with the 3'utr of st7l cloned downstream of a luciferase gene showed increased luciferase activity in the absence of mir-24, providing strong evidence that mir-24 is a direct regulator of st7l.
23142218_2	st7l protein expression was also significantly up-regulated in u87 and ln229 cells that were transfected with the mir-24 inhibitor, indicating that st7l is a direct target of mir-24.
23142218_3	these results suggest that mir-24 represses st7l expression through the predicted targeting sites in the st7l 3'utr.
23142218_4	these results suggest that the carcinogenesis effects of mir-24 are in part facilitated by st7l downregulation.
23142218_5	taken together, these data suggest that mir-24 regulates b-catenin tcf-4 transcriptional activities via st7l, at least in u87 and ln229 cells.
22847819_1	molecular analyses of the transgenic mice showed decreased expression of the major target gene termed mitf.
22847819_2	mir-137 targets mitf directly in primary mice melanocyte cell line.
22847819_3	considering that mir-137 was recently reported to down-regulate mitf in melanoma cell lines.
22847819_4	bioinformatic analysis showing mir-137 target binding sites in 3'utr of mitf.
22847819_5	mitf protein levels were significantly reduced by 0.5-fold below the control group , suggesting a strong translational repression of mitf was induced by the overexpressed mir-137.
26459797_1	luciferase assay revealed that mir-33b bound to zeb1 3'utr region and inhibited zeb1 expression, while expression of zeb1 mrna and mir-33b was inversely associated with lung adenocarcinoma cell lines and tissues.
26459797_2	taken altogether, our data indicate that mir-33b targets zeb1 expression by binding to zeb1 3'utr region to modulate proliferation, migration and invasion of lung adenocarcinoma cells.
26459797_3	indeed, our current data showed that: i the expression of mir-33b and zeb1 was inversely correlated in lung adenocarcinoma cells and tissues; ii mir-33b bound to zeb1 3'utr region;
18319255_1	mir-224, which is up-regulated in the tumors of hcc patients, sensitizes cells to apoptosis through r nthe inhibition of api-5 at the mrna levels and increases cell proliferation.
18319255_2	significantly, mir-224 expression was found to be inversely correlated with api-5 expression in hcc patients.
19435871_2	low or absent mir-200c results in aberrant expression of zeb1 and consequent repression of e-cadherin.
19435871_3	reinstatement of mir-200c to such cells restores e-cadherin and dramatically reduces migration and invasion.
19435871_4	microarray profiling reveals that in addition to zeb1 and zeb2, other mesenchymal genes , which are also predicted direct targets of mir-200c, are indeed inhibited by addition of exogenous mir-200c.
19435871_5	one such gene, class iii beta-tubulin , which encodes a tubulin isotype normally found only in neuronal cells, is a direct target of mir-200c.
19435871_7	because expression of tubb3 is a common mechanism of resistance to microtubule-binding chemotherapeutic agents in many types of solid tumors, the ability of mir-200c to restore chemosensitivity to such agents may be explained by its ability to reduce tubb3.
23108995_1	as expected, this suppression was abolished by deleting part of the perfectly complementary sequences in the rb1 3'utr which disrupts the interaction between mir-26a and rb1 .
23108995_2	further, we identified that rb1 is the direct functional target of mir-26a, and revealed that the reduction of mir-26a expression leads to increased rb1 protein level and thus inhibits the function of e2f1, by which it influences the phenotypes of cell cycle and anoikis.
23108995_3	rb1 is a direct functional target of mir-26a in ea cells.
19767219_3	mirna-221 silencing predisposed t24 cells to undergo apoptosis induced by trail and resulted in an up-modulation of cyclin-dependent kinase inhibitor p27kip1.
19767219_4	mirna-221 suppression promoted the activation of caspase 3 induced by trail in t24 cells.
23337879_1	these results demonstrate that mir-214 can binddirectly to the bcl2l2 3'utr to repress gene expression.
23337879_2	together, our data provide the evidence that mir-214 may induce apoptotic signals at least in part through regulation of the amount of bcl2l2.
23337879_3	together, these data suggest that bcl2l2 is indeed a direct targetgene of mir-214.
23337879_6	2c and d, bcl2l2 mrna and protein levels were both inhibited in hela mir-214 cells, indicating mir-214 can negatively regulate the expression of bcl2l2 at the post-transcriptional level.
21081489_1	ets-1 is a novel target of mir-200b.
21081489_2	mir-200b is involved in induction of angiogenesis via directly targeting ets-1 in hmecs.
21081489_3	as expected, deletion of the ets-1 3'utr sequence from the construct abolished the inhibitory effects of mir-200b on luciferase activity .
21081489_4	these results establish that mir-200b interact with the ets-1 3'utr to exert translational repression.
22850877_1	reporter assays were carried out to determine whether mir-34a binds directly to these 3'-utrs as well as those of other predicted mir-34a target genes identified in our analysis that are not directly involved in rho gtpase regulation, but are potentially important in tumorigenesis .
22850877_2	arhgap1 reconstitution repressed basal gtp-bound cdc42 and rescued tgf--beta-搃nduced sphere invasion in matrigel , which suggests that mir-34a represses tgf--beta-搃nduced tumor cell invasion by downregulating arhgap1.
25174799_1	microrna-645, up-regulated in human adencarcinoma of gastric esophageal junction, inhibits apoptosis by targeting tumor suppressor ifit2.
25351256_1	to verify whether p27kip1 is a direct target of mir-429, a dual-luciferase reporter system using pmir-report鈩 luciferase vectors containing wt or mutant p27kip1 3'utr was employed .
25351256_3	transfection with mir-429 mimics significantly reduced the endogenous p27kip1 mrna and protein expression levels in if11 and ia8 cells . in conclusion, these data suggest that p27kip1 is a direct target gene of mir-429.
26676658_1	upregulation of mir-215 notably inhibited the expression of xiap. in conclusion, we identified mir-215 as a potential tumor suppressor in patients with eoc downregulating expression of the oncogenic regulator xiap.
